ReservationID,HotelID,CustomerID,RoomID,ResNumAdult,ResNumChild,ResRequest,ResCheckIn,ResCheckOut, ResDayRate , ResDeposite , ResFoodCharge , ResPetCharge , ResLateCharge , ResDamageCharge 
,6,198,47,6,0,Phasellus in felis.,8/20/2022 3:09,8/22/2022 17:54,778.03,370.34,0,0,0,0
,2,563,112,6,0,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.,8/20/2022 3:30,8/30/2022 16:18,234.85,471.37,668.17,203.77,0,0
,8,58,129,3,5,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,8/20/2022 3:39,8/30/2022 1:53,496.87,419.23,539.61,251.69,0,0
,7,47,124,3,1,none,8/20/2022 4:54,8/21/2022 21:16,247.69,361.28,0,0,111.67,0
,1,545,7,4,1,none,8/20/2022 6:42,8/24/2022 3:15,251.02,403.25,0,381.42,0,0
,6,46,68,5,0,Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.,8/20/2022 6:48,8/23/2022 8:28,1104.96,275.49,0,0,0,0
,5,136,189,3,0,none,8/20/2022 6:52,8/23/2022 17:08,533.14,395.28,0,0,0,0
,8,615,112,6,0,none,8/20/2022 7:09,8/20/2022 17:05,1094.99,320.41,644.36,0,0,0
,3,605,108,6,3,none,8/20/2022 9:10,8/29/2022 0:59,1180.64,368.05,0,0,0,0
,1,621,124,7,5,Curabitur at ipsum ac tellus semper interdum.,8/20/2022 10:20,9/1/2022 3:01,1024.11,249.06,0,0,0,0
,8,85,51,1,4,none,8/20/2022 10:22,8/26/2022 19:36,1202.36,256.94,0,0,0,0
,4,655,214,7,5,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.,8/20/2022 11:26,8/22/2022 8:14,659.4,246.43,78.65,0,0,0
,7,205,118,1,0,none,8/20/2022 11:32,8/21/2022 10:56,404.96,455.36,26.93,0,0,0
,2,642,4,7,0,none,8/20/2022 15:11,8/21/2022 8:51,580.89,454.52,533.91,0,0,0
,1,413,158,1,0,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat.,8/20/2022 16:16,8/30/2022 4:55,206.21,220.16,0,0,0,0
,5,142,107,4,0,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.,8/20/2022 16:47,8/23/2022 11:12,356.28,402.75,0,0,0,0
,1,181,172,2,0,Etiam faucibus cursus urna.,8/20/2022 18:11,8/27/2022 20:56,801.63,342.26,0,0,0,0
,5,390,196,1,0,none,8/20/2022 20:33,9/2/2022 16:46,920.47,204.28,0,0,0,0
,4,22,96,2,5,Lorem ipsum dolor sit amet consectetuer adipiscing elit.,8/20/2022 23:51,8/21/2022 21:57,1470.15,480.28,0,0,0,0
,5,95,63,7,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/21/2022 0:33,8/28/2022 2:12,502.35,318.22,0,0,0,0
,6,278,53,1,0,none,8/21/2022 0:59,8/30/2022 19:45,517.13,212.61,0,0,0,0
,7,160,40,6,2,none,8/21/2022 2:30,8/31/2022 12:02,939.06,367.35,530.59,0,0,0
,5,302,85,1,0,Mauris lacinia sapien quis libero.,8/21/2022 2:47,8/23/2022 1:13,427.99,275.01,0,0,0,0
,4,539,54,6,3,none,8/21/2022 4:06,8/31/2022 7:38,271.57,247.93,370.91,0,0,0
,4,511,145,2,0,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.,8/21/2022 4:52,8/26/2022 14:16,840.79,430.54,0,0,0,0
,6,562,39,6,0,none,8/21/2022 5:02,8/28/2022 16:22,751.06,354.72,0,0,0,0
,1,234,5,4,0,none,8/21/2022 9:01,8/24/2022 9:31,670.34,415.8,0,0,0,0
,3,526,84,5,1,none,8/21/2022 11:10,8/27/2022 6:08,414.61,216.19,0,0,0,0
,5,561,236,4,5,Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.,8/21/2022 12:03,8/25/2022 19:38,226.36,430.79,0,0,0,0
,1,448,126,7,0,none,8/21/2022 14:10,8/26/2022 5:19,1305.14,216.6,0,0,0,0
,2,576,92,5,0,none,8/21/2022 14:49,8/25/2022 17:46,213.72,469.57,0,0,0,0
,4,266,167,1,0,none,8/21/2022 16:22,8/29/2022 21:30,462.77,434.79,229.51,264.28,0,0
,3,150,123,3,0,Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.,8/21/2022 16:52,8/22/2022 13:01,303.92,379.32,0,352.45,0,0
,1,272,33,6,0,none,8/21/2022 17:52,9/1/2022 7:32,1145.63,327.16,0,0,80.56,0
,3,291,24,3,0,none,8/21/2022 18:12,8/28/2022 15:05,1086,403.75,33.38,0,0,0
,4,186,227,1,0,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/21/2022 18:45,9/2/2022 16:21,1316.6,476.68,0,0,0,0
,8,153,6,6,0,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,8/21/2022 18:50,8/29/2022 12:53,1473.05,318.03,0,0,0,0
,1,43,39,5,0,none,8/21/2022 19:03,8/28/2022 10:40,550.29,214.04,100.02,0,0,0
,8,143,220,6,0,none,8/21/2022 19:09,9/3/2022 19:09,1394.95,228.22,0,0,0,0
,6,634,5,3,0,none,8/21/2022 21:14,8/27/2022 14:30,599.59,384.8,0,0,0,0
,2,34,31,3,0,none,8/21/2022 22:14,9/3/2022 2:38,1232.01,468.11,0,0,0,0
,2,646,17,7,0,Nulla ut erat id mauris vulputate elementum.,8/22/2022 1:19,8/23/2022 4:08,871.1,436.43,0,0,0,0
,3,312,5,5,0,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.,8/22/2022 4:09,8/31/2022 0:23,184.65,427.37,167.89,0,0,0
,1,45,134,3,0,none,8/22/2022 4:41,8/23/2022 23:10,1352.93,335.79,17.63,0,113.96,0
,1,506,66,5,0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,8/22/2022 7:16,9/2/2022 15:23,356.42,463.68,0,241.43,0,0
,3,641,33,6,0,none,8/22/2022 8:36,8/31/2022 15:32,1090.23,278.79,401.61,0,0,0
,4,147,103,7,1,none,8/22/2022 10:08,8/29/2022 18:43,242.05,369.72,0,0,0,0
,5,175,64,4,0,none,8/22/2022 10:17,8/28/2022 13:39,403.84,424.58,545.83,0,0,213.17
,8,569,69,6,0,none,8/22/2022 10:22,8/29/2022 12:29,602.39,256.11,318.32,0,0,0
,5,339,104,7,5,none,8/22/2022 12:37,8/25/2022 21:01,375.8,447.68,0,0,0,0
,3,351,102,7,3,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.,8/22/2022 12:46,8/23/2022 19:18,718.05,424.03,0,188.82,85.47,0
,4,150,203,4,0,none,8/22/2022 14:02,9/4/2022 3:51,935.06,227.71,0,0,116.76,0
,4,570,136,5,0,none,8/22/2022 14:27,8/23/2022 12:25,261.85,312.36,352.31,0,0,0
,4,339,68,4,0,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim.,8/22/2022 14:39,8/27/2022 10:24,1213.62,254.39,499.3,0,0,0
,5,591,163,4,0,Donec quis orci eget orci vehicula condimentum.,8/22/2022 15:08,8/31/2022 16:04,1022.96,396.4,0,0,96.16,0
,3,577,47,1,0,none,8/22/2022 15:45,8/31/2022 22:37,597.25,373.79,88.09,173.32,0,0
,4,452,107,5,0,In blandit ultrices enim.,8/22/2022 15:51,8/29/2022 5:21,1432.57,356.87,0,0,0,0
,2,276,96,3,0,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,8/22/2022 16:10,8/31/2022 23:56,626.56,465.96,0,0,102.77,0
,5,237,226,5,0,none,8/22/2022 17:37,9/3/2022 20:48,424.09,258.22,0,0,0,0
,6,290,69,2,2,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,8/22/2022 17:59,8/24/2022 12:58,979.54,230.63,0,0,0,0
,1,377,98,1,4,none,8/22/2022 19:34,9/3/2022 18:08,715.49,459,631.75,0,0,0
,5,377,111,4,0,none,8/22/2022 19:57,9/2/2022 2:46,1154.35,373.67,0,0,0,0
,7,430,191,1,0,none,8/22/2022 21:10,8/24/2022 4:36,1515.86,430.06,0,362.85,0,1257.11
,1,41,81,2,0,none,8/22/2022 21:20,8/30/2022 23:32,1550.84,229.79,0,0,124.89,0
,6,424,64,4,0,none,8/22/2022 21:37,9/2/2022 19:14,841.22,442.57,0,0,105.35,0
,8,89,104,7,4,none,8/22/2022 22:32,8/31/2022 3:32,1039.32,210.88,0,0,0,0
,1,217,21,6,0,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,8/23/2022 0:34,8/25/2022 14:44,726.29,446.64,0,0,0,0
,2,21,56,2,0,Lorem ipsum dolor sit amet consectetuer adipiscing elit.,8/23/2022 4:09,8/26/2022 2:42,1045.57,351.39,402.51,0,0,0
,7,474,205,1,0,Nunc rhoncus dui vel sem. Sed sagittis.,8/23/2022 4:49,8/31/2022 9:12,1110.91,422.69,0,0,0,0
,7,275,25,7,0,none,8/23/2022 6:48,9/5/2022 2:20,1428.86,280.09,0,0,0,0
,5,13,211,7,3,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.,8/23/2022 9:56,9/4/2022 19:22,579.06,429.13,0,0,0,0
,3,406,60,1,5,none,8/23/2022 10:35,8/26/2022 8:18,1482.65,295.2,0,0,0,0
,5,397,168,1,3,none,8/23/2022 13:20,8/26/2022 6:24,706.58,374.52,0,0,0,0
,2,655,43,5,0,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,8/23/2022 14:12,9/4/2022 6:08,696.91,348.75,17.22,0,0,0
,5,22,47,4,0,none,8/23/2022 14:16,8/25/2022 11:35,461.89,232.6,0,0,0,0
,7,596,18,2,3,none,8/23/2022 15:25,9/5/2022 0:08,439.83,449.04,266.99,0,0,0
,2,557,73,3,0,none,8/23/2022 16:08,8/31/2022 8:03,891.73,492.12,0,0,130.17,0
,1,355,143,1,4,Sed ante. Vivamus tortor. Duis mattis egestas metus.,8/23/2022 17:14,8/30/2022 23:11,1093.55,416.01,410.29,0,0,0
,5,570,141,1,0,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit.,8/23/2022 17:55,9/5/2022 3:18,983.03,249.63,547.9,0,0,0
,3,232,1,6,1,Aenean sit amet justo.,8/23/2022 18:26,8/25/2022 5:47,541.22,465.38,157.16,0,106.95,0
,5,522,198,4,0,none,8/23/2022 18:52,8/28/2022 20:23,312.41,256.14,0,0,0,0
,1,428,14,4,0,Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus.,8/23/2022 18:55,8/27/2022 7:48,1594.67,293.15,0,0,0,0
,3,461,123,1,0,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,8/23/2022 19:32,8/27/2022 15:54,974.13,293.51,0,0,0,0
,8,272,144,5,0,none,8/23/2022 19:41,8/29/2022 0:32,846.1,399.96,0,0,0,0
,6,292,3,6,4,none,8/24/2022 1:19,8/30/2022 22:21,274.23,430.5,369.41,0,0,0
,7,315,128,5,3,none,8/24/2022 3:42,9/5/2022 20:20,1464.17,315.02,610.53,0,0,0
,6,660,11,6,0,none,8/24/2022 4:47,8/25/2022 17:47,435.59,289.68,68.63,0,0,0
,1,342,113,2,0,Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,8/24/2022 5:52,8/29/2022 6:57,1299.97,269.72,0,0,0,1238.47
,5,522,79,6,0,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc.,8/24/2022 8:57,8/26/2022 8:30,960.6,364.58,0,0,0,0
,1,305,58,6,0,none,8/24/2022 10:39,9/2/2022 4:41,599.73,369.31,0,187.97,0,0
,4,585,107,5,0,none,8/24/2022 10:54,8/31/2022 23:54,857.22,231.8,0,0,130.77,0
,1,52,43,4,0,none,8/24/2022 11:15,8/28/2022 2:47,363.23,237.14,0,0,107.54,0
,7,56,169,1,1,Curabitur convallis.,8/24/2022 11:47,9/5/2022 2:37,168.91,280.91,570.17,0,0,0
,2,665,77,3,0,none,8/24/2022 13:50,8/26/2022 16:17,1536.39,287.16,0,0,0,0
,6,129,68,2,0,Suspendisse accumsan tortor quis turpis.,8/24/2022 14:15,8/28/2022 21:43,859.9,220.6,0,0,0,545.93
,2,643,107,6,0,none,8/24/2022 14:22,9/2/2022 11:54,150.44,205.04,0,0,0,0
,5,621,18,5,1,none,8/24/2022 14:39,8/26/2022 22:35,1005.41,283.09,0,0,132,0
,4,530,192,3,0,none,8/24/2022 15:12,8/27/2022 14:50,1270.89,262.08,0,0,0,0
,5,563,183,5,0,none,8/24/2022 15:58,8/31/2022 6:51,500.13,311.17,0,0,0,0
,7,559,25,1,0,Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus.,8/24/2022 17:32,9/4/2022 8:56,332.99,499.07,0,0,0,0
,6,460,42,3,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,8/24/2022 17:51,8/30/2022 11:25,1373.19,221.64,0,431.18,0,0
,6,635,31,5,4,none,8/24/2022 18:09,9/3/2022 21:57,510.7,201.68,0,0,0,0
,7,630,53,5,0,none,8/24/2022 19:35,9/2/2022 1:53,1350.94,391.34,0,262.06,0,0
,8,620,87,2,0,none,8/24/2022 19:46,9/5/2022 16:53,424.66,457.89,636.75,0,0,0
,5,426,111,4,0,none,8/24/2022 20:17,8/26/2022 11:42,1170.28,427.96,0,0,0,0
,8,456,55,6,0,none,8/24/2022 23:37,8/28/2022 0:01,1181.79,450.78,0,0,0,204.21
,8,60,229,5,1,none,8/25/2022 0:22,9/6/2022 2:28,1406.84,258.33,0,0,0,0
,6,443,44,3,0,Aliquam non mauris.,8/25/2022 1:00,8/29/2022 14:09,1353.18,464.36,0,0,113.04,0
,4,122,41,2,0,none,8/25/2022 2:32,8/28/2022 23:02,1003.25,234.08,0,0,135.21,0
,2,487,64,5,0,Quisque ut erat.,8/25/2022 3:21,9/3/2022 18:08,1050.06,281.03,82.35,0,0,0
,6,355,13,5,0,none,8/25/2022 5:32,8/29/2022 14:03,770.33,395.62,494.35,236.82,0,0
,2,472,54,6,0,Nulla ac enim.,8/25/2022 6:49,8/26/2022 22:01,977.38,426.26,0,0,0,0
,8,620,85,7,0,none,8/25/2022 8:09,8/26/2022 6:08,603.11,433.39,0,0,0,0
,5,155,12,1,0,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla.,8/25/2022 8:19,8/25/2022 17:24,345.87,478.71,0,0,0,0
,4,508,75,1,0,none,8/25/2022 9:51,8/28/2022 11:48,799.64,338.85,0,0,132.81,0
,3,186,54,7,0,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.,8/25/2022 10:10,8/31/2022 12:01,961.99,484.13,0,0,0,0
,1,213,79,4,0,Quisque ut erat.,8/25/2022 12:57,8/30/2022 7:42,606.34,241.56,0,0,0,0
,2,30,68,2,0,none,8/25/2022 13:19,8/26/2022 8:35,1350.58,281.64,111.83,0,0,0
,4,255,180,5,4,Nulla mollis molestie lorem.,8/25/2022 13:36,8/30/2022 13:29,557,382.52,0,0,95.33,0
,6,612,43,6,0,none,8/25/2022 14:01,9/6/2022 23:27,1019.16,328.12,547.77,0,0,0
,6,454,38,5,3,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.,8/25/2022 15:02,9/4/2022 0:09,1406.67,288.83,0,0,0,0
,3,110,36,7,1,none,8/25/2022 16:12,8/26/2022 12:25,1258.56,450.26,0,0,144.83,0
,8,320,223,2,0,none,8/25/2022 18:45,9/4/2022 11:16,834.46,261.28,0,0,0,0
,1,203,84,2,2,Donec posuere metus vitae ipsum.,8/26/2022 2:14,9/5/2022 3:21,1506.95,242.36,0,0,0,0
,1,408,27,1,0,none,8/26/2022 2:25,9/7/2022 4:15,291.95,464.57,0,0,0,0
,7,563,112,2,0,Mauris sit amet eros.,8/26/2022 2:39,9/2/2022 7:56,369,205.14,0,0,0,0
,8,582,165,3,0,Etiam faucibus cursus urna.,8/26/2022 2:55,9/4/2022 20:48,321.62,457.69,0,0,86.16,0
,8,168,17,2,0,none,8/26/2022 2:59,8/31/2022 5:13,1454.24,431.27,0,0,0,0
,6,511,45,3,0,none,8/26/2022 3:24,8/29/2022 4:25,1127,304.64,0,0,0,0
,6,68,30,1,0,none,8/26/2022 4:06,9/7/2022 3:26,327.83,214.4,0,0,82.3,548.44
,5,230,119,5,0,none,8/26/2022 4:38,8/30/2022 11:02,1304.68,346.25,180.59,0,0,0
,2,58,104,6,0,none,8/26/2022 5:17,9/4/2022 21:49,466.27,314.72,0,0,0,0
,6,251,39,4,0,Praesent lectus.,8/26/2022 5:52,9/3/2022 16:29,344.63,282.34,0,0,0,0
,5,36,180,6,0,none,8/26/2022 5:56,8/27/2022 4:20,996.74,411.28,0,0,0,0
,6,238,5,6,0,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,8/26/2022 8:39,8/27/2022 4:27,469.48,226.03,0,0,0,0
,7,429,197,2,0,Etiam justo. Etiam pretium iaculis justo.,8/26/2022 9:51,8/30/2022 8:56,878.35,424.06,260.38,0,0,0
,4,128,115,4,0,none,8/26/2022 12:27,8/31/2022 16:00,340.16,443.7,0,0,0,0
,2,416,100,3,4,none,8/26/2022 12:50,8/30/2022 17:48,418,228.25,0,0,0,0
,6,325,65,4,0,none,8/26/2022 13:46,9/8/2022 12:10,1268.01,223.72,0,0,121.76,0
,4,203,48,3,4,none,8/26/2022 14:30,8/28/2022 10:25,1405.76,277.37,0,0,128.94,0
,3,61,124,5,3,none,8/26/2022 15:29,8/30/2022 9:36,1411.23,445.72,0,0,0,0
,4,570,129,6,0,none,8/26/2022 18:16,8/29/2022 16:40,585.44,358.51,615.7,0,0,0
,8,159,195,3,0,Integer pede justo lacinia eget tincidunt eget tempus vel pede.,8/26/2022 18:26,8/30/2022 10:23,494.69,244.21,0,0,0,0
,4,121,82,4,0,Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.,8/26/2022 21:29,9/7/2022 18:43,735.86,417.84,0,0,0,0
,1,446,104,5,0,Quisque erat eros viverra eget congue eget semper rutrum nulla.,8/26/2022 21:39,8/30/2022 7:39,1469.17,285.65,0,0,0,0
,6,276,57,3,0,none,8/26/2022 22:54,8/26/2022 23:56,1164.81,358.46,0,0,0,0
,7,79,89,3,0,none,8/27/2022 1:02,9/1/2022 1:52,1210.99,424.98,0,0,0,0
,3,595,39,7,4,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.,8/27/2022 1:06,8/31/2022 11:10,268.74,321.64,643.08,0,0,0
,5,92,207,1,4,none,8/27/2022 2:00,9/6/2022 12:21,596.88,268,0,0,0,0
,8,660,217,2,0,none,8/27/2022 3:50,9/6/2022 3:27,923.02,453.37,0,0,0,0
,3,385,74,7,0,Donec diam neque vestibulum eget vulputate ut ultrices vel augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.,8/27/2022 7:26,9/5/2022 13:03,646.77,329.47,389.65,0,0,0
,7,158,80,6,0,none,8/27/2022 8:01,9/5/2022 19:08,385.03,336.36,0,324.69,0,0
,4,377,4,6,0,none,8/27/2022 10:00,9/3/2022 19:30,1215.3,434.04,0,0,0,0
,6,436,32,1,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,8/27/2022 10:27,9/1/2022 21:21,972.66,370.16,0,0,0,0
,8,382,186,2,1,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,8/27/2022 11:02,9/3/2022 21:59,993.48,205.29,546.53,0,0,0
,2,622,60,2,0,none,8/27/2022 11:04,9/1/2022 9:55,1044.34,393.28,0,0,0,0
,1,593,62,4,0,none,8/27/2022 11:24,9/3/2022 5:02,213.4,414.31,621.72,0,148.28,0
,6,312,24,7,0,none,8/27/2022 11:24,8/31/2022 4:33,473.22,479.25,0,0,0,0
,7,218,127,6,0,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,8/27/2022 14:50,9/4/2022 18:50,1106.32,448.52,0,0,0,0
,6,575,40,1,5,none,8/27/2022 16:55,9/7/2022 7:59,213.1,476.98,0,0,0,0
,6,287,8,4,0,none,8/27/2022 17:38,9/2/2022 5:49,240.64,351.53,0,0,0,0
,5,500,62,1,1,none,8/27/2022 17:41,9/4/2022 23:18,381.95,273.37,0,0,0,0
,3,474,86,3,0,none,8/27/2022 18:51,9/4/2022 15:02,306.21,259.87,372.68,0,0,1310.34
,2,300,110,2,1,none,8/27/2022 18:55,9/4/2022 10:30,1491.42,235.7,0,476.32,0,0
,3,47,3,1,2,none,8/27/2022 21:15,9/5/2022 4:04,1454.95,335.62,0,0,132.36,666.1
,6,167,33,5,0,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,8/27/2022 21:45,9/3/2022 12:56,1480.03,427.53,214.53,0,0,0
,8,357,52,6,0,none,8/28/2022 1:15,9/6/2022 16:11,370.24,264.84,0,0,0,0
,7,561,211,2,0,none,8/28/2022 1:51,9/9/2022 7:57,558.59,271.44,0,0,0,0
,1,566,35,7,0,none,8/28/2022 2:17,9/5/2022 6:32,528.61,367.29,0,0,0,0
,5,272,38,1,3,none,8/28/2022 5:40,9/7/2022 10:11,849.29,228.45,611.04,0,0,0
,7,41,17,7,5,none,8/28/2022 6:14,8/31/2022 23:54,1005.85,390.66,0,0,0,0
,6,651,55,4,0,Cras in purus eu magna vulputate luctus.,8/28/2022 7:50,9/4/2022 11:59,1366.09,469.79,292.92,0,0,0
,3,367,121,2,0,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,8/28/2022 9:45,9/6/2022 8:47,1035.75,379.67,0,0,0,0
,4,354,22,1,0,Donec posuere metus vitae ipsum. Aliquam non mauris.,8/28/2022 11:36,9/1/2022 17:17,901.03,220.57,0,0,0,0
,3,261,104,6,0,none,8/28/2022 12:13,9/2/2022 11:18,1482.5,427.93,0,0,0,0
,5,166,62,2,0,none,8/28/2022 12:23,9/1/2022 22:52,1593.02,325.32,528.65,0,0,0
,5,305,152,3,0,none,8/28/2022 14:17,9/6/2022 19:28,483.78,292.07,0,0,0,0
,5,660,204,7,5,none,8/28/2022 14:22,9/2/2022 8:19,896.93,368.45,0,0,0,0
,4,414,21,5,0,none,8/28/2022 15:10,8/29/2022 13:31,1567.2,469.51,19.73,0,0,0
,2,47,108,1,0,none,8/28/2022 15:16,8/31/2022 5:43,1043.3,409.25,0,0,0,0
,4,106,4,2,0,none,8/28/2022 19:34,9/9/2022 4:23,717.8,298.41,0,0,0,0
,6,527,41,6,5,none,8/28/2022 21:37,9/3/2022 17:29,228.06,371.41,0,0,0,0
,6,200,23,2,0,none,8/29/2022 2:01,9/7/2022 13:03,523.99,318.48,0,0,0,0
,3,66,39,5,0,none,8/29/2022 2:57,9/10/2022 1:43,1009.68,321.43,0,0,0,351.14
,1,103,106,4,2,none,8/29/2022 4:52,9/6/2022 14:30,529.68,424.3,0,0,0,0
,8,639,23,6,1,none,8/29/2022 5:08,9/5/2022 18:44,672.73,331.67,447.29,0,0,0
,3,448,85,3,0,none,8/29/2022 6:17,9/6/2022 12:08,1185.09,225.56,0,0,0,0
,2,275,69,2,0,Quisque arcu libero rutrum ac lobortis vel dapibus at diam. Nam tristique tortor eu pede.,8/29/2022 6:24,8/30/2022 2:06,1284.85,312.05,0,301.59,0,0
,5,137,250,1,2,none,8/29/2022 7:32,9/4/2022 0:06,1350.32,253.62,0,0,0,0
,7,259,3,5,0,none,8/29/2022 9:04,9/10/2022 8:24,414.24,320.92,0,0,0,0
,2,184,72,7,0,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/29/2022 9:19,9/10/2022 16:39,927.86,227.71,0,0,100.25,0
,1,280,95,6,0,none,8/29/2022 9:32,9/2/2022 4:23,1495.6,258.5,210.05,0,0,0
,4,472,51,2,0,In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.,8/29/2022 10:12,9/5/2022 23:07,334.52,243.23,183.78,0,0,0
,3,11,75,2,0,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.,8/29/2022 12:51,9/7/2022 2:15,1344.82,320.36,0,0,0,0
,7,412,131,5,0,In blandit ultrices enim.,8/29/2022 13:00,9/2/2022 2:31,490.49,233.19,0,0,0,0
,1,451,94,6,0,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/29/2022 13:31,9/9/2022 16:38,526.8,384.26,0,0,0,0
,1,159,27,2,0,Maecenas leo odio condimentum id luctus nec molestie sed justo.,8/29/2022 13:40,9/7/2022 13:50,388.51,323.39,0,0,0,0
,2,246,103,3,0,none,8/29/2022 14:47,9/9/2022 12:42,793.43,244.29,0,0,0,0
,1,68,114,6,0,none,8/29/2022 15:05,8/30/2022 19:12,298.1,236.07,0,0,0,0
,7,349,40,2,0,none,8/29/2022 16:16,9/11/2022 5:18,400.49,356.02,0,0,0,0
,5,122,43,1,0,none,8/29/2022 19:16,9/8/2022 11:31,1138.71,419.2,0,0,0,0
,1,272,62,7,0,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo.,8/29/2022 20:57,9/7/2022 16:32,1494.47,392.1,0,0,0,0
,6,219,28,2,0,none,8/29/2022 22:00,9/7/2022 10:37,209.5,329.49,548.43,0,0,0
,3,459,4,4,0,none,8/29/2022 22:23,8/31/2022 15:29,291.58,403.32,219.43,441.6,148.17,0
,7,146,12,3,0,none,8/30/2022 0:26,9/2/2022 7:37,432.22,481.53,71.32,271.84,0,0
,5,430,52,6,4,none,8/30/2022 2:13,9/2/2022 20:15,173.86,293.64,0,0,0,0
,7,655,197,6,0,none,8/30/2022 2:58,9/9/2022 22:49,162.47,428.73,0,0,0,0
,2,375,3,3,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,8/30/2022 3:11,9/11/2022 1:21,693.81,274.84,0,0,0,0
,1,365,84,7,5,In est risus auctor sed tristique in tempus sit amet sem. Fusce consequat.,8/30/2022 3:34,9/4/2022 5:03,565.1,402.53,278.87,0,0,0
